Port,Value,Time Stamp
PTN003,1308.94,15.5414114
PTN003,1310.59,15.56291723
PTN003,1313.36,15.58457255
PTN003,1308.57,15.60639405
PTN003,1308.69,15.62824416
PTN003,1309.07,15.64982033
PTN003,1307.55,15.67134809
PTN003,1303.77,15.69308043
PTN003,1307.93,15.71488404
PTN003,1306.54,15.73670411
PTN003,1304.27,15.75870514
PTN003,1311.6,15.78070116
PTN003,1311.34,15.80285645
PTN003,1310.08,15.82539725
PTN003,1316.14,15.84796405
PTN003,1313.87,15.86982441
PTN003,1311.98,15.89198327
PTN003,1319.43,15.91472077
PTN003,1316.4,15.93750334
PTN003,1317.41,15.96025252
PTN003,1327.13,15.98303008
PTN003,1320.31,16.00519967
PTN003,1314.63,16.028157
PTN003,1326.12,16.0506804
PTN003,1321.32,16.07287788
PTN003,1320.31,16.09549952
PTN003,1324.86,16.11750269
PTN003,1321.2,16.13992143
PTN003,1318.16,16.16161251
PTN003,1321.2,16.1838336
PTN003,1317.53,16.20595288
PTN003,1316.27,16.22820163
PTN003,1321.2,16.25037408
PTN003,1317.41,16.27255058
PTN003,1316.4,16.29442501
PTN003,1317.91,16.31637239
PTN003,1314.38,16.33819366
PTN003,1310.08,16.3599844
PTN003,1315.13,16.38203049
PTN003,1314.75,16.40408134
PTN003,1309.45,16.42628622
PTN003,1313.49,16.44845915
PTN003,1316.4,16.47072935
PTN003,1314.25,16.49273634
PTN003,1319.93,16.51490188
PTN003,1316.78,16.53722644
PTN003,1317.28,16.56004548
PTN003,1328.14,16.58267784
PTN003,1320.82,16.60493541
PTN003,1318.42,16.62766147
PTN003,1324.73,16.64997196
PTN003,1322.71,16.6724062
PTN003,1322.33,16.69491243
PTN003,1326.38,16.71742415
PTN003,1320.69,16.7399416
PTN003,1328.65,16.7628243
PTN003,1328.78,16.78504062
PTN003,1323.72,16.80775213
PTN003,1329.03,16.83128595
PTN003,1336.48,16.8540771
PTN003,1328.4,16.87622118
PTN003,1333.07,16.89880133
PTN003,1330.29,16.9213376
PTN003,1327.01,16.94341421
PTN003,1324.86,16.96476507
PTN003,1319.68,16.98601031
PTN003,1310.33,17.00719285
PTN003,1308.44,17.02844501
PTN003,1310.84,17.04992795
PTN003,1307.05,17.07116342
PTN003,1302.75,17.09241533
PTN003,1303.51,17.11397481
PTN003,1303.64,17.13580275
PTN003,1299.85,17.15755916
PTN003,1306.29,17.17986298
PTN003,1315.76,17.20248365
PTN003,1312.35,17.22509813
PTN003,1317.41,17.24745178
PTN003,1317.91,17.26991487
PTN003,1315.26,17.2923975
PTN003,1320.44,17.31468129
PTN003,1315.13,17.33644271
PTN003,1307.3,17.35793138
PTN003,1310.46,17.37992501
PTN003,1314.38,17.40196443
PTN003,1308.31,17.42407727
PTN003,1313.11,17.44613433
PTN003,1314.25,17.46784496
PTN003,1308.57,17.48972964
PTN003,1311.34,17.51187873
PTN003,1316.27,17.53417897
PTN003,1312.73,17.55587268
PTN003,1307.43,17.57713914
PTN003,1306.8,17.5991919
PTN003,1302.0,17.62084913
PTN003,1299.47,17.64270544
PTN003,1307.81,17.66467929
PTN003,1309.83,17.68725204
PTN003,1305.66,17.70910549
PTN003,1309.83,17.73135209
PTN003,1314.0,17.75345588
PTN003,1306.17,17.77534103
PTN003,1312.1,17.79778361
PTN003,1315.76,17.82040024
PTN003,1312.1,17.8426137
PTN003,1317.15,17.86456823
PTN003,1314.0,17.88634062
PTN003,1311.09,17.90857887
PTN003,1313.24,17.9307096
PTN003,1315.39,17.95299292
PTN003,1314.63,17.97529244
PTN003,1317.03,17.99714828
PTN003,1314.12,18.0191772
PTN003,1313.24,18.04150414
PTN003,1316.78,18.06364274
PTN003,1315.51,18.08515739
PTN003,1306.67,18.10665798
PTN003,1305.15,18.12869978
PTN003,1316.78,18.15120935
PTN003,1310.97,18.1733427
PTN003,1314.88,18.19606304
PTN003,1319.68,18.21905136
PTN003,1319.18,18.24198651
PTN003,1321.45,18.26412296
PTN003,1316.65,18.28616858
PTN003,1310.46,18.30800247
PTN003,1314.88,18.33089161
PTN003,1321.32,18.35355401
PTN003,1320.44,18.3761549
PTN003,1324.1,18.39833593
PTN003,1317.91,18.42013383
PTN003,1312.61,18.44194722
PTN003,1323.09,18.46378565
PTN003,1320.69,18.4858017
PTN003,1317.66,18.50886631
PTN003,1324.61,18.53168607
PTN003,1321.07,18.55384588
PTN003,1321.58,18.5762217
PTN003,1318.16,18.59811234
PTN003,1317.66,18.62017775
PTN003,1313.11,18.64298224
PTN003,1320.82,18.66548538
PTN003,1321.2,18.6887064
PTN003,1321.7,18.71188283
PTN003,1326.5,18.73555613
PTN003,1326.0,18.75868678
PTN003,1336.86,18.78100824
PTN003,1328.52,18.80340958
PTN003,1327.39,18.82615328
PTN003,1334.46,18.84848523
PTN003,1328.78,18.87059164
PTN003,1325.49,18.89289045
PTN003,1328.02,18.91519952
PTN003,1325.87,18.93751001
PTN003,1323.09,18.96071577
PTN003,1338.5,18.98423171
PTN003,1335.97,19.0066824
PTN003,1333.07,19.02944636
PTN003,1338.12,19.05172133
PTN003,1332.44,19.07380676
PTN003,1328.9,19.09521747
PTN003,1325.74,19.1164062
PTN003,1319.43,19.13806868
PTN003,1319.68,19.16033602
PTN003,1328.65,19.18260336
PTN003,1326.75,19.20472264
PTN003,1321.83,19.22690582
PTN003,1326.75,19.24889851
PTN003,1322.71,19.27079439
PTN003,1319.55,19.29255319
PTN003,1321.07,19.31504822
PTN003,1324.73,19.3384366
PTN003,1322.59,19.36111665
PTN003,1330.29,19.38385892
PTN003,1329.53,19.40715742
PTN003,1332.19,19.42951202
PTN003,1333.83,19.45215559
PTN003,1329.66,19.47490668
PTN003,1334.33,19.49723053
PTN003,1332.94,19.52029967
PTN003,1328.4,19.54327631
PTN003,1332.69,19.56627083
PTN003,1332.31,19.58853698
PTN003,1324.99,19.61021447
PTN003,1324.23,19.63187194
PTN003,1322.96,19.654181
PTN003,1325.87,19.6768806
PTN003,1332.56,19.69974113
PTN003,1329.28,19.7227993
PTN003,1330.92,19.74548769
PTN003,1332.56,19.76817441
PTN003,1331.55,19.79097939
PTN003,1335.47,19.81351423
PTN003,1336.23,19.83658791
PTN003,1333.32,19.85924029
PTN003,1337.62,19.88176084
PTN003,1338.12,19.90506983
PTN003,1335.22,19.92743969
PTN003,1339.26,19.94957781
PTN003,1332.44,19.97133827
